class,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1,0.0382,0.476,166267,0.717,7.61e-05,9,0.0818,-9.192,1,0.0949,93.584,4,0.753
1,0.565,0.566,377747,0.673,1.13e-06,9,0.0438,-10.814,1,0.306,114.385,4,0.583
1,0.397,0.641,156800,0.703,0.00546,9,0.104,-10.434,1,0.0518,129.118,4,0.722
1,0.102,0.623,165381,0.709,0.0,1,0.0967,-9.818,0,0.0636,122.394,4,0.948
1,0.0601,0.559,258693,0.343,0.138,9,0.1,-13.072,0,0.0424,164.53,4,0.183
1,0.015,0.547,261933,0.691,0.105,4,0.144,-13.553,0,0.0369,137.148,4,0.667
1,0.106,0.561,197813,0.783,0.0214,5,0.0812,-8.878,1,0.0366,133.518,4,0.768
1,0.29,0.364,337413,0.457,0.000106,4,0.922,-14.162,0,0.0675,163.219,4,0.175
1,0.0599,0.647,141600,0.762,3.35e-06,2,0.0705,-5.856,1,0.0287,89.837,4,0.93
1,0.709,0.629,139120,0.782,0.0215,3,0.304,-9.595,1,0.0574,128.973,4,0.736
1,0.394,0.401,149160,0.498,0.0,4,0.13,-10.682,1,0.0757,181.701,4,0.816
1,0.326,0.396,219027,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.449,4,0.385
1,0.152,0.478,232893,0.614,4.37e-05,8,0.082,-5.231,0,0.0241,91.851,4,0.585
1,0.368,0.751,185960,0.703,0.00123,9,0.196,-5.687,1,0.0287,97.931,4,0.907
1,0.0582,0.575,222280,0.909,0.238,3,0.0724,-8.003,1,0.0654,137.335,4,0.693
1,0.00876,0.533,170813,0.905,0.578,2,0.0698,-5.27,1,0.0754,108.9,4,0.486
1,0.463,0.63,270773,0.616,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,0.509
1,0.42,0.521,149240,0.524,9.27e-06,0,0.0838,-6.136,1,0.0302,136.679,4,0.711
1,0.255,0.488,296133,0.493,0.000181,2,0.102,-9.878,1,0.0464,135.093,4,0.389
1,0.00255,0.438,240800,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
1,0.803,0.562,151440,0.54,3.86e-06,0,0.106,-7.875,1,0.0365,134.676,4,0.793
1,0.0484,0.412,333893,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422
1,0.0205,0.453,285000,0.654,0.00395,4,0.172,-8.855,0,0.0317,115.0,4,0.702
1,0.479,0.821,147227,0.496,2.3e-05,0,0.328,-8.4,1,0.0462,114.605,4,0.955
1,0.36,0.39,134387,0.625,0.0,9,0.0663,-7.813,0,0.0537,144.338,4,0.514
1,0.761,0.566,142213,0.907,0.000261,1,0.205,-6.629,1,0.164,175.841,4,0.935
1,0.811,0.788,167385,0.38,0.906,10,0.102,-15.179,1,0.0346,138.205,4,0.892
1,0.535,0.522,131200,0.901,8.47e-06,4,0.176,-8.549,1,0.0479,166.886,4,0.916
1,0.554,0.259,215293,0.241,6.62e-06,2,0.0849,-15.955,1,0.042,178.453,3,0.275
1,0.000373,0.398,278680,0.952,7.75e-05,4,0.1,-6.042,1,0.061,122.093,4,0.584
1,0.461,0.513,125087,0.455,0.905,11,0.121,-13.004,1,0.0427,140.41,4,0.0366
1,0.927,0.758,102200,0.187,0.1,2,0.122,-18.963,1,0.0437,115.75,4,0.78
1,0.396,0.415,377093,0.425,0.000407,0,0.143,-11.082,1,0.0278,145.234,4,0.281
1,0.00079,0.461,357933,0.734,0.00554,1,0.22,-9.379,1,0.0374,120.55,4,0.423
1,0.5,0.615,226333,0.91,0.511,11,0.281,-4.248,1,0.0347,111.013,4,0.77
1,0.0574,0.546,359733,0.859,0.0,7,0.0855,-9.745,1,0.0401,143.677,4,0.742
1,0.00344,0.338,354773,0.767,0.00318,9,0.0384,-11.51,1,0.0742,154.97,4,0.516
1,0.729,0.483,369600,0.721,0.0,0,0.189,-6.836,1,0.032,95.261,4,0.562
1,0.262,0.438,210373,0.71,0.537,2,0.221,-12.412,1,0.0919,145.928,4,0.53
1,0.00501,0.27,269920,0.944,2.05e-05,4,0.116,-4.199,1,0.0975,146.347,4,0.606
1,0.713,0.606,244027,0.457,2.53e-05,6,0.0747,-14.035,0,0.0497,92.033,4,0.813
1,0.482,0.669,151667,0.616,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818
1,0.577,0.404,423840,0.903,0.297,1,0.287,-3.88,1,0.0668,115.672,4,0.498
1,0.244,0.698,512325,0.839,0.242,2,0.0594,-9.859,1,0.0441,134.895,4,0.253
1,0.0514,0.67,160500,0.619,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807
1,0.606,0.746,199400,0.273,0.0168,5,0.0526,-16.63,1,0.0573,101.952,4,0.502
1,0.119,0.805,238600,0.601,0.000129,0,0.0581,-9.7,0,0.0579,94.382,4,0.746
1,0.219,0.633,228667,0.934,0.00021,0,0.0592,-3.594,1,0.0344,128.606,4,0.963
1,0.0219,0.597,218400,0.812,0.00106,5,0.102,-12.062,1,0.0315,135.68,4,0.823
1,0.23,0.498,304440,0.831,0.0,4,0.362,-6.973,1,0.189,127.61,4,0.771
1,0.139,0.823,254453,0.338,0.00129,0,0.5,-15.899,1,0.0413,120.473,4,0.785
1,0.0182,0.648,244827,0.751,0.000401,8,0.0418,-8.582,1,0.0806,100.437,4,0.863
1,0.302,0.453,271333,0.464,5.96e-05,2,0.152,-10.96,1,0.0431,93.19,4,0.658
1,0.208,0.643,140773,0.669,0.00664,0,0.151,-7.485,1,0.0398,132.709,4,0.609
1,0.248,0.482,173600,0.631,4.83e-05,7,0.11,-10.406,1,0.0358,129.595,4,0.725
1,0.628,0.554,157960,0.667,0.0,1,0.0486,-10.226,0,0.0342,112.749,4,0.597
1,0.249,0.669,322549,0.671,1.18e-05,0,0.521,-7.996,1,0.0524,132.588,4,0.739
1,0.314,0.769,153027,0.755,0.0,0,0.0509,-3.133,1,0.0341,119.913,4,0.954
1,0.165,0.332,197320,0.822,9.33e-05,0,0.161,-6.558,0,0.0988,96.253,4,0.745
1,0.0336,0.551,212893,0.628,0.000194,2,0.151,-13.799,1,0.036,142.167,4,0.777
1,0.696,0.489,197000,0.398,0.0197,2,0.0958,-12.724,0,0.0332,124.326,4,0.681
1,0.169,0.597,149467,0.96,2.89e-05,11,0.105,-3.989,1,0.042,163.017,4,0.937
1,0.521,0.551,219147,0.227,0.0,0,0.109,-16.323,1,0.0373,113.731,4,0.364
1,0.0814,0.708,195333,0.924,0.0,4,0.669,-4.264,1,0.0404,128.909,4,0.834
1,0.0424,0.592,203373,0.816,0.0,1,0.185,-7.392,1,0.165,109.311,4,0.723
1,0.00965,0.277,551853,0.802,0.0017,0,0.0623,-11.202,1,0.0521,118.199,4,0.435
1,0.0664,0.741,160133,0.697,2.28e-05,0,0.133,-7.028,1,0.0277,116.109,4,0.774
1,0.112,0.601,239600,0.643,0.00209,2,0.088,-5.828,1,0.0314,128.262,4,0.552
1,0.0228,0.611,162853,0.913,0.678,2,0.154,-5.241,1,0.0383,130.249,4,0.736
1,0.476,0.669,281000,0.446,3.04e-06,2,0.153,-11.125,1,0.0312,81.558,4,0.587
1,0.271,0.414,354320,0.404,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.224
1,0.851,0.551,244227,0.27,7.04e-06,3,0.0966,-12.808,1,0.0326,128.221,4,0.289
1,0.0674,0.639,175347,0.923,0.0,7,0.0879,-5.708,1,0.032,97.874,4,0.761
1,0.605,0.331,339000,0.55,3.96e-06,0,0.192,-6.483,1,0.0272,177.734,3,0.429
1,0.635,0.572,165000,0.418,0.0,0,0.0961,-10.738,1,0.0349,104.566,4,0.694
1,0.119,0.61,251333,0.582,3.76e-05,0,0.12,-10.422,1,0.044,82.492,4,0.781
1,0.432,0.601,281613,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,4,0.341
1,0.383,0.755,197933,0.869,0.00162,9,0.351,-9.271,1,0.0572,138.896,4,0.782
1,0.389,0.691,250400,0.592,3.29e-05,2,0.124,-8.089,1,0.0366,115.152,4,0.736
1,0.486,0.311,288160,0.832,0.00128,1,0.235,-8.29,1,0.0357,178.873,4,0.933
1,0.515,0.392,179933,0.334,0.0946,7,0.0892,-18.294,1,0.0319,189.394,4,0.621
1,0.553,0.681,265640,0.447,4.36e-06,0,0.122,-8.83,1,0.0477,99.418,4,0.746
1,0.00417,0.583,254707,0.855,0.144,11,0.237,-7.972,0,0.0404,122.425,4,0.664
1,0.119,0.765,289440,0.502,0.0011,9,0.171,-7.393,1,0.0321,144.204,4,0.836
1,0.00469,0.408,266600,0.874,0.127,8,0.686,-8.266,1,0.132,110.95,4,0.739
1,0.421,0.554,152480,0.266,6.05e-05,2,0.1,-14.734,1,0.0272,106.325,4,0.347
1,0.32,0.59,451133,0.483,0.0,9,0.0625,-10.424,1,0.0339,93.427,4,0.653
1,0.313,0.78,210093,0.388,0.0,9,0.14,-9.939,1,0.094,113.218,4,0.68
1,0.226,0.72,274893,0.716,0.00335,9,0.0932,-8.773,1,0.0723,144.376,4,0.953
1,0.887,0.389,192053,0.396,0.0,7,0.0828,-7.999,1,0.0332,171.86,3,0.585
1,0.365,0.596,264504,0.448,5.3e-06,5,0.206,-9.616,1,0.0396,83.293,4,0.796
1,0.739,0.732,239400,0.161,0.000379,11,0.105,-12.817,1,0.0306,95.21,4,0.5
1,0.546,0.522,288733,0.559,0.00565,6,0.188,-13.641,1,0.0387,176.894,4,0.908
1,0.0977,0.665,258227,0.594,1.16e-05,0,0.0817,-10.638,1,0.0293,105.934,4,0.748
1,0.225,0.63,278627,0.519,4.3e-06,9,0.0974,-10.997,1,0.0528,143.942,4,0.502
1,0.0631,0.795,227573,0.64,2.13e-06,1,0.0692,-13.478,1,0.0294,102.633,4,0.954
1,0.000545,0.197,261387,0.798,0.414,2,0.187,-7.334,1,0.0656,175.068,4,0.525
1,0.0235,0.716,263573,0.499,0.449,9,0.86,-15.457,1,0.0354,116.974,4,0.42
1,0.458,0.556,274067,0.592,0.0,5,0.0637,-7.378,1,0.0338,94.889,4,0.587
1,0.678,0.831,212800,0.683,0.00197,0,0.332,-7.403,1,0.0285,92.31,4,0.948
1,0.0537,0.449,202947,0.793,0.0,11,0.0812,-5.794,0,0.0371,123.365,4,0.453
1,0.0811,0.799,223253,0.608,0.0137,5,0.102,-8.193,1,0.0411,121.915,4,0.963
1,0.0846,0.611,246800,0.883,1.2e-06,9,0.192,-11.225,1,0.0539,117.928,4,0.604
1,0.155,0.662,205720,0.527,0.0,10,0.274,-9.088,1,0.0418,126.055,4,0.403
1,0.171,0.572,241600,0.835,0.000376,0,0.0702,-6.219,1,0.0317,129.994,4,0.796
1,0.0424,0.766,175733,0.47,3.81e-06,7,0.242,-13.501,1,0.0322,114.011,4,0.963
1,0.36,0.508,185200,0.68,0.0,5,0.0824,-8.354,1,0.0373,99.905,4,0.792
1,0.00379,0.405,193467,0.463,0.0442,0,0.392,-16.167,1,0.0542,79.451,4,0.542
1,0.0152,0.619,225627,0.579,6.4e-05,4,0.0858,-9.307,1,0.0473,127.224,4,0.69
1,0.203,0.546,259093,0.442,0.0,5,0.0885,-13.59,1,0.0266,168.829,4,0.563
1,0.61,0.561,282693,0.754,0.0194,9,0.328,-12.769,0,0.112,100.08,4,0.642
1,0.0951,0.607,225853,0.662,8.27e-05,4,0.125,-9.456,1,0.0278,107.643,4,0.629
1,0.15,0.472,382297,0.366,0.308,11,0.0837,-12.595,0,0.0286,127.167,4,0.171
1,0.00108,0.486,235520,0.731,0.0011,11,0.162,-8.789,0,0.0924,117.022,4,0.831
1,0.0832,0.479,313027,0.601,0.00142,7,0.11,-8.806,1,0.0318,124.966,4,0.669
1,0.102,0.602,212293,0.625,0.000633,0,0.0902,-7.163,1,0.0305,166.179,4,0.462
1,0.871,0.506,227840,0.404,0.000571,7,0.328,-13.308,0,0.0295,126.973,4,0.409
1,0.757,0.539,149815,0.389,1.22e-05,4,0.079,-7.212,1,0.0345,121.302,4,0.954
1,0.0302,0.533,259947,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187
1,0.219,0.63,256000,0.449,0.0,5,0.0622,-13.243,1,0.0252,84.378,4,0.623
1,0.011,0.31,255493,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,4,0.763
1,0.00118,0.324,269720,0.551,0.0779,9,0.0823,-7.269,0,0.0312,116.997,3,0.339
1,0.0107,0.506,204480,0.838,0.0453,5,0.285,-7.423,0,0.0918,159.739,4,0.785
1,0.0175,0.27,408907,0.953,0.0131,11,0.321,-8.76,1,0.0797,100.459,4,0.426
1,0.079,0.742,188987,0.833,0.0,2,0.384,-6.463,1,0.115,113.375,4,0.816
1,0.388,0.307,266960,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
1,0.115,0.951,214653,0.53,0.179,5,0.17,-6.594,0,0.178,109.979,4,0.699
1,0.181,0.597,281147,0.605,0.000331,7,0.118,-12.013,1,0.0255,97.782,4,0.886
1,0.0632,0.73,350400,0.868,0.0661,5,0.318,-7.325,1,0.0288,148.217,4,0.923
1,0.00249,0.545,230480,0.64,0.0304,4,0.196,-9.937,0,0.224,80.544,4,0.606
1,0.0301,0.456,271867,0.978,0.499,10,0.313,-4.869,0,0.112,123.411,4,0.327
1,0.00316,0.483,323000,0.786,8.86e-05,7,0.446,-5.735,1,0.0319,126.748,4,0.793
1,0.214,0.668,231933,0.906,0.00229,11,0.135,-4.881,0,0.17,135.653,4,0.507
1,0.0629,0.546,271000,0.529,0.000567,9,0.0383,-13.6,1,0.0436,151.727,4,0.574
1,0.327,0.591,329413,0.804,5.98e-06,0,0.0818,-7.299,1,0.0454,111.457,4,0.658
1,0.0241,0.469,382834,0.537,0.00201,9,0.269,-10.421,1,0.152,124.193,1,0.783
1,0.0145,0.427,409520,0.665,0.00242,2,0.699,-8.515,1,0.0405,142.702,4,0.442
1,0.25,0.766,332907,0.446,0.000704,2,0.318,-13.079,1,0.0867,119.774,4,0.743
1,0.0781,0.694,238747,0.394,0.000677,0,0.247,-15.881,1,0.0428,104.126,4,0.719
1,0.06,0.706,221640,0.497,0.0204,9,0.31,-12.429,1,0.0273,105.283,4,0.743
1,0.221,0.645,227267,0.598,3.53e-06,1,0.0721,-13.18,0,0.0335,105.929,4,0.913
1,0.219,0.713,194147,0.931,0.0,6,0.0694,-2.965,1,0.0394,124.127,4,0.963
1,0.367,0.475,206267,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387
1,0.127,0.5,250987,0.748,0.0,4,0.447,-9.072,1,0.0363,118.852,4,0.514
1,0.00985,0.497,261532,0.849,0.0,9,0.106,-5.352,1,0.0612,169.937,4,0.72
1,0.0119,0.279,558933,0.852,0.076,7,0.0624,-7.838,1,0.0511,117.418,4,0.438
1,0.411,0.757,199200,0.868,0.00221,9,0.355,-9.326,1,0.062,138.923,4,0.815
1,8.44e-05,0.426,168440,0.619,0.00239,4,0.17,-11.501,0,0.0722,162.721,4,0.382
1,0.0249,0.629,211027,0.785,9.45e-06,5,0.0522,-10.761,1,0.0471,108.531,4,0.869
1,0.313,0.489,300400,0.724,0.185,5,0.287,-8.367,1,0.0352,117.292,4,0.15
1,0.0348,0.725,222813,0.853,0.127,2,0.196,-7.842,1,0.0353,136.282,4,0.904
1,0.000359,0.601,258027,0.859,0.00124,5,0.0871,-5.263,1,0.0276,125.145,4,0.446
1,0.406,0.653,153693,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.822
1,0.452,0.483,517125,0.615,0.000414,2,0.0512,-8.538,1,0.0497,80.576,3,0.594
1,0.301,0.686,511400,0.92,0.27,2,0.0807,-6.231,1,0.0566,135.027,4,0.225
1,0.157,0.729,267000,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4,0.907
1,0.00878,0.504,386707,0.719,0.00149,1,0.075,-9.155,0,0.0431,102.144,4,0.177
1,0.072,0.468,263333,0.607,0.000852,9,0.225,-11.367,1,0.0336,98.429,4,0.886
1,0.251,0.513,149880,0.396,0.177,7,0.11,-13.061,1,0.0299,140.208,4,0.229
1,0.25,0.549,434720,0.722,0.0138,11,0.11,-11.729,0,0.0283,103.885,4,0.716
1,0.0648,0.636,138053,0.746,0.29,0,0.173,-3.785,1,0.0393,132.31,4,0.432
1,0.413,0.786,265173,0.87,0.000494,1,0.0389,-3.875,0,0.0316,100.66,4,0.864
1,0.0183,0.484,503067,0.711,0.173,2,0.0941,-7.784,1,0.0331,148.189,4,0.49
1,0.00125,0.368,308440,0.928,0.00111,9,0.301,-8.369,0,0.0593,141.175,4,0.532
1,0.361,0.453,296200,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,4,0.473
1,0.0975,0.58,151293,0.624,0.0,9,0.0411,-8.346,1,0.0784,139.72,4,0.639
1,0.594,0.831,166280,0.544,0.00389,0,0.0736,-9.288,1,0.0837,108.177,4,0.856
1,0.00349,0.336,355304,0.792,0.00178,9,0.0437,-10.875,1,0.0848,155.588,4,0.425
1,0.182,0.491,183307,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
1,0.00298,0.38,274133,0.76,0.0294,9,0.104,-10.961,1,0.0378,99.437,4,0.491
1,0.0995,0.567,133933,0.959,6.07e-05,8,0.1,-3.822,1,0.102,137.377,4,0.961
1,0.0215,0.616,260240,0.777,0.075,4,0.0512,-12.179,0,0.0549,111.732,4,0.786
1,0.229,0.399,223333,0.518,0.00122,7,0.262,-10.637,1,0.0318,127.084,4,0.285
1,0.699,0.531,516893,0.481,0.0,4,0.0842,-11.709,0,0.06,138.45,4,0.491
1,0.2,0.421,145867,0.751,0.0,9,0.17,-9.584,1,0.0472,89.839,4,0.789
1,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.288
1,0.0966,0.667,286220,0.755,6.94e-05,9,0.0523,-7.246,1,0.069,109.535,4,0.883
1,0.25,0.505,536227,0.476,0.00915,2,0.113,-12.897,1,0.0711,99.31,4,0.542
1,0.0206,0.432,216733,0.88,0.000191,1,0.185,-5.769,0,0.0656,95.59,4,0.527
1,0.151,0.384,275693,0.846,7.73e-05,7,0.0913,-5.591,1,0.0365,90.172,4,0.272
1,0.688,0.692,122067,0.488,0.0,11,0.4,-7.282,0,0.104,81.4,4,0.51
1,0.0551,0.657,168827,0.932,0.0,1,0.047,-5.819,1,0.0992,144.751,4,0.888
1,0.0916,0.575,207267,0.912,0.00211,7,0.0562,-7.275,0,0.0393,117.399,4,0.843
1,0.0192,0.543,180943,0.715,0.0,2,0.256,-8.89,1,0.0356,124.011,4,0.468
1,0.228,0.638,228667,0.931,0.000295,0,0.0524,-3.605,1,0.0363,128.662,4,0.965
1,0.369,0.413,429760,0.725,2.16e-05,3,0.0905,-5.787,0,0.0324,124.618,4,0.44
1,0.178,0.55,303200,0.576,0.00935,0,0.0555,-13.475,1,0.0306,109.837,4,0.486
1,0.262,0.525,262748,0.929,2.9e-05,9,0.0754,-8.56,0,0.0784,163.503,4,0.556
1,0.381,0.562,179387,0.768,0.03,7,0.168,-6.613,1,0.0606,119.544,4,0.966
1,0.296,0.644,270293,0.823,0.00115,9,0.126,-8.092,1,0.0578,133.39,4,0.917
1,0.652,0.564,253960,0.262,0.000204,0,0.0896,-19.746,1,0.105,104.5,4,0.376
1,0.000989,0.421,303587,0.677,9.65e-05,4,0.211,-6.183,1,0.0343,127.67,4,0.683
1,0.0734,0.407,205293,0.834,0.00021,6,0.241,-9.224,1,0.208,121.38,4,0.71
1,0.254,0.407,361227,0.706,0.00693,7,0.125,-5.526,1,0.0348,164.022,4,0.54
1,0.263,0.443,253333,0.727,0.000141,4,0.169,-7.951,1,0.145,160.82,4,0.566
1,0.0573,0.564,198467,0.587,0.00485,4,0.0416,-7.393,0,0.0316,147.462,4,0.966
1,0.00603,0.346,210160,0.768,0.38,9,0.0244,-5.695,1,0.0377,169.492,4,0.532
1,0.319,0.623,195307,0.91,0.000448,9,0.081,-8.448,1,0.0384,145.624,4,0.745
1,0.265,0.651,378707,0.661,0.00313,9,0.106,-11.405,1,0.0511,156.371,4,0.489
1,0.0019,0.424,276880,0.892,0.0152,9,0.0583,-7.222,1,0.0437,174.996,4,0.689
1,0.00975,0.436,467640,0.657,0.00748,5,0.0931,-8.868,1,0.0541,118.693,4,0.21
1,0.247,0.563,142227,0.915,8.46e-05,7,0.0613,-5.062,1,0.08,136.345,4,0.71
1,0.116,0.427,293440,0.459,0.000103,9,0.132,-12.442,0,0.0332,129.878,4,0.383
1,0.326,0.543,313840,0.529,0.00269,7,0.709,-9.717,1,0.0301,85.126,4,0.746
1,0.218,0.69,222733,0.54,0.00657,4,0.115,-10.516,1,0.0317,114.846,4,0.764
1,0.0504,0.571,170173,0.633,1.64e-06,0,0.171,-12.942,1,0.0475,98.412,4,0.857
1,0.146,0.55,307493,0.726,0.00608,2,0.428,-8.51,1,0.0516,92.697,4,0.37
1,0.256,0.162,505240,0.867,3.37e-05,0,0.682,-7.18,1,0.092,174.851,4,0.499
1,0.355,0.583,247450,0.612,8.55e-06,9,0.444,-7.101,1,0.0311,128.252,4,0.774
1,0.626,0.528,282693,0.737,0.00911,9,0.325,-12.703,0,0.121,99.361,4,0.632
1,0.16,0.328,198867,0.796,0.0,0,0.272,-7.739,0,0.0731,95.606,4,0.703
1,0.265,0.159,265627,0.352,0.293,4,0.251,-12.063,0,0.0322,77.861,3,0.197
1,0.156,0.535,301187,0.372,0.0,9,0.6,-10.029,1,0.0352,78.856,4,0.266
1,0.0207,0.61,145311,0.864,0.0,9,0.0569,-3.77,1,0.0514,130.577,4,0.875
1,0.00608,0.325,460760,0.674,0.172,11,0.917,-14.169,0,0.0397,83.18,4,0.696
1,0.334,0.543,258613,0.307,0.0,2,0.044,-18.253,1,0.0414,168.169,4,0.649
1,0.229,0.494,147893,0.666,5.69e-05,9,0.0469,-9.743,0,0.0351,140.832,4,0.699
1,0.263,0.289,223333,0.902,0.00497,2,0.584,-8.442,1,0.137,136.315,4,0.335
1,0.469,0.451,444053,0.364,0.0,9,0.197,-13.126,1,0.0436,154.206,4,0.298
1,0.402,0.71,203547,0.763,9.63e-05,0,0.0581,-6.693,1,0.0279,115.579,4,0.508
1,0.0236,0.337,167053,0.993,0.000354,3,0.114,-4.116,0,0.226,140.572,4,0.195
1,0.0534,0.43,302493,0.682,0.00329,2,0.142,-10.267,1,0.0314,122.304,4,0.693
1,0.000416,0.31,279973,0.874,0.712,1,0.0695,-11.889,1,0.152,131.717,4,0.096
1,0.001,0.219,185133,0.928,2.43e-06,11,0.341,-9.997,0,0.0697,197.462,4,0.446
1,2.86e-05,0.516,301920,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728
1,0.000203,0.354,318587,0.825,6.95e-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16
1,0.0175,0.531,178000,0.909,0.0,11,0.231,-4.236,1,0.034,97.546,4,0.814
1,0.00395,0.432,283155,0.856,6.1e-05,5,0.0421,-8.52,1,0.0341,143.42,4,0.515
1,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,0.635
1,0.0163,0.299,306411,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
1,0.000453,0.372,258733,0.865,0.0,2,0.234,-4.918,1,0.0381,174.53,4,0.478
1,0.0341,0.66,235000,0.627,9.64e-05,6,0.385,-10.397,0,0.124,85.44,4,0.789
1,0.0404,0.285,318227,0.846,0.0,2,0.182,-6.472,1,0.0438,108.808,4,0.287
1,0.00563,0.532,235667,0.344,0.000473,7,0.115,-13.057,1,0.035,91.834,4,0.126
1,0.000182,0.505,218920,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.541
1,0.00244,0.666,282907,0.936,0.086,7,0.153,-9.919,1,0.0476,91.577,4,0.776
1,0.00328,0.635,256880,0.435,6.78e-06,3,0.071,-7.521,1,0.031,76.098,4,0.459
1,0.619,0.389,217107,0.476,5.09e-05,9,0.255,-9.342,1,0.0316,148.117,4,0.566
1,0.032,0.324,178440,0.938,0.0321,6,0.0961,-7.332,0,0.102,168.131,4,0.543
1,5.01e-05,0.389,257707,0.705,0.86,10,0.09,-10.331,0,0.0553,122.154,4,0.555
1,0.0204,0.488,257827,0.862,0.0,0,0.359,-7.595,1,0.0476,104.56,4,0.706
1,0.017,0.403,148573,0.956,7.09e-05,6,0.0893,-7.376,1,0.0732,157.706,4,0.561
1,0.0021,0.423,310347,0.954,0.0,7,0.177,-3.157,0,0.047,144.553,4,0.5
1,0.0223,0.673,183200,0.772,1.23e-06,1,0.141,-5.246,0,0.0427,90.356,4,0.585
1,0.00541,0.298,341160,0.825,1.46e-05,2,0.44,-8.053,1,0.0408,75.592,4,0.54
1,0.0149,0.79,171080,0.687,0.000319,7,0.323,-7.571,1,0.101,95.578,4,0.628
1,0.0415,0.389,358427,0.889,0.0,9,0.463,-6.546,1,0.0442,171.121,4,0.524
1,0.000813,0.653,309573,0.708,0.0197,9,0.0764,-9.367,1,0.0263,100.698,4,0.891
1,0.0943,0.7,268933,0.686,1.93e-06,9,0.0847,-10.338,0,0.0279,125.412,4,0.815
1,0.294,0.54,306040,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353
1,0.0263,0.39,246267,0.745,1.21e-05,7,0.121,-6.474,1,0.0308,137.817,4,0.325
1,0.0596,0.333,289559,0.922,2.05e-06,0,0.126,-4.087,1,0.0592,162.978,4,0.335
1,0.142,0.527,196920,0.418,0.775,4,0.139,-10.204,0,0.0277,129.516,4,0.218
1,0.0122,0.439,168000,0.891,0.0,0,0.547,-4.764,1,0.057,148.599,4,0.695
1,0.47,0.286,448438,0.796,0.063,2,0.364,-4.625,1,0.0388,150.272,4,0.12
1,0.00832,0.64,268360,0.864,0.0,7,0.123,-6.576,1,0.0315,102.026,4,0.7
1,0.000365,0.559,373307,0.725,0.553,10,0.112,-8.631,0,0.0426,90.012,4,0.501
1,0.00166,0.407,165373,0.968,0.0,0,0.131,-5.154,1,0.108,109.727,4,0.374
1,0.0482,0.515,198467,0.426,0.737,4,0.121,-9.267,0,0.0278,129.301,4,0.195
1,0.0943,0.514,197800,0.884,1.52e-06,7,0.0654,-3.765,1,0.151,158.262,4,0.898
1,0.153,0.61,217199,0.758,2.21e-05,3,0.714,-9.133,0,0.085,121.061,4,0.623
1,0.00165,0.619,211933,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777
1,0.668,0.559,308307,0.565,0.000315,3,0.272,-8.534,1,0.0498,108.241,3,0.344
1,0.156,0.491,191507,0.942,0.0,7,0.367,-5.333,1,0.132,100.446,4,0.387
1,0.0718,0.418,257480,0.383,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.352
1,0.00746,0.615,234333,0.702,0.00431,7,0.0608,-9.686,1,0.0278,96.99,4,0.734
1,0.00187,0.552,299733,0.645,1.38e-06,7,0.0424,-6.595,1,0.0268,89.518,4,0.588
1,0.00229,0.346,284427,0.765,7.54e-06,8,0.213,-8.558,1,0.0413,106.463,4,0.644
1,0.000658,0.292,266280,0.714,0.000109,2,0.102,-4.919,1,0.0316,151.412,3,0.462
1,0.921,0.339,413320,0.143,0.000636,0,0.372,-10.78,1,0.0317,101.213,3,0.0948
1,0.000114,0.621,223213,0.495,0.00126,6,0.0592,-7.492,1,0.0618,119.207,4,0.638
1,0.000972,0.526,214400,0.762,0.000116,0,0.338,-12.437,0,0.0342,136.203,4,0.505
1,0.00164,0.604,282427,0.611,0.000349,4,0.147,-9.484,0,0.0238,101.428,3,0.559
1,0.00236,0.479,214107,0.795,0.0,4,0.19,-6.408,0,0.0421,114.675,4,0.432
