class,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1,0.0543,0.573,297147,0.622,1.77e-06,11,0.295,-7.948,1,0.033,81.667,4,0.825
1,0.0519,0.291,196187,0.493,9.15e-06,7,0.101,-9.461,1,0.028,182.032,3,0.183
1,0.0626,0.36,264067,0.505,9.22e-05,7,0.172,-9.129,1,0.026,74.807,4,0.317
1,2.84e-05,0.137,256333,0.916,0.00403,9,0.127,-4.429,1,0.101,178.065,3,0.19
1,0.0222,0.358,293653,0.893,0.0524,4,0.126,-7.486,0,0.12,174.238,4,0.262
1,0.000174,0.472,320107,0.756,0.213,0,0.132,-6.075,1,0.0582,133.287,4,0.272
1,0.00468,0.499,134200,0.873,0.0,6,0.165,-3.902,1,0.0386,142.726,4,0.864
1,0.000241,0.37,224133,0.96,0.0116,3,0.0563,-4.162,0,0.0378,89.428,4,0.717
1,0.0944,0.634,205947,0.93,0.000317,2,0.134,-2.793,1,0.056,108.012,4,0.721
1,1.04e-05,0.21,245280,0.945,1.59e-05,2,0.107,-4.009,1,0.0673,154.639,4,0.372
1,0.0252,0.427,169405,0.952,0.0,4,0.407,-3.383,1,0.0565,103.523,4,0.588
1,1.9e-05,0.274,246920,0.906,0.257,0,0.273,-5.587,1,0.0404,185.959,3,0.783
1,0.00811,0.543,236973,0.79,0.0,11,0.238,-5.932,1,0.0358,80.923,4,0.339
1,0.0894,0.353,502040,0.362,3.38e-05,2,0.114,-13.502,1,0.031,141.285,4,0.267
1,0.0206,0.527,255573,0.838,0.000662,3,0.07,-6.013,1,0.0323,117.454,4,0.721
1,0.0757,0.571,269467,0.505,1.04e-05,1,0.109,-9.312,0,0.0238,99.562,4,0.276
1,6.28e-05,0.287,254627,0.67,0.748,6,0.237,-9.381,1,0.0368,148.928,4,0.222
1,0.37,0.384,259200,0.562,0.267,3,0.0775,-10.059,0,0.0296,136.094,3,0.159
1,0.00878,0.494,255160,0.817,2.26e-06,1,0.0958,-8.409,1,0.0516,122.671,4,0.755
1,0.00451,0.552,327893,0.725,0.000158,10,0.116,-7.09,0,0.0319,111.243,4,0.558
1,0.0146,0.417,171693,0.849,0.000387,1,0.0673,-4.199,0,0.0481,94.267,4,0.594
1,0.00751,0.444,220587,0.884,8.94e-05,7,0.116,-6.104,1,0.119,94.82,4,0.296
1,0.000372,0.615,185093,0.657,0.0204,7,0.132,-6.873,1,0.029,109.95,4,0.792
1,0.0985,0.419,194760,0.945,0.0121,4,0.23,-5.406,1,0.119,181.175,4,0.695
1,0.00669,0.384,283707,0.958,8.78e-05,11,0.264,-6.085,0,0.062,158.575,4,0.475
1,0.00589,0.631,297267,0.804,0.00116,7,0.16,-5.492,1,0.166,79.898,4,0.671
1,0.0387,0.426,286987,0.65,3.76e-06,7,0.126,-7.747,1,0.0332,82.184,4,0.493
1,0.0112,0.637,224907,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,4,0.714
1,0.0095,0.456,179600,0.752,0.00145,11,0.0573,-8.121,0,0.09,183.569,4,0.897
1,2.39e-05,0.104,276662,0.794,1.46e-05,9,0.355,-4.353,0,0.0426,83.972,4,0.179
1,0.0165,0.488,156867,0.962,0.000108,0,0.127,-5.707,1,0.0363,116.131,4,0.669
1,0.083,0.269,299507,0.895,0.00266,9,0.153,-6.382,1,0.118,168.479,4,0.16
1,0.00971,0.498,215573,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4,0.765
1,0.0233,0.348,295373,0.686,0.00256,8,0.145,-12.748,0,0.0319,178.466,3,0.635
1,0.0377,0.252,387213,0.849,0.00592,5,0.0545,-6.501,1,0.0581,163.704,4,0.194
1,0.00336,0.588,258133,0.804,0.00172,11,0.0358,-4.006,1,0.0333,120.015,4,0.736
1,7.25e-06,0.461,193000,0.868,0.164,1,0.142,-8.007,1,0.0565,139.975,4,0.441
1,0.111,0.461,302693,0.246,0.000374,0,0.0963,-13.487,1,0.0298,88.446,4,0.178
1,0.25,0.58,235173,0.575,1.83e-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.37
1,0.0515,0.288,384467,0.76,2.34e-05,0,0.37,-6.61,1,0.0325,148.771,3,0.313
1,8.98e-05,0.496,349173,0.464,0.781,3,0.0808,-12.791,1,0.0265,145.564,4,0.0972
1,0.00451,0.539,226107,0.883,1.38e-06,6,0.0606,-6.614,0,0.0653,118.043,4,0.406
1,0.000165,0.44,172053,0.935,1.77e-06,6,0.32,-6.304,0,0.0692,175.253,4,0.578
1,0.608,0.443,281427,0.297,0.437,9,0.0918,-19.624,1,0.0284,157.974,4,0.506
1,5.91e-05,0.499,310600,0.752,0.0129,2,0.0874,-9.549,0,0.0297,94.614,1,0.612
1,0.00214,0.479,314440,0.588,0.709,2,0.319,-10.773,1,0.0339,177.014,4,0.305
1,0.0104,0.437,274573,0.676,0.00456,7,0.145,-5.607,1,0.0253,86.832,4,0.444
1,0.602,0.466,222240,0.549,1.67e-05,2,0.213,-7.54,1,0.0344,79.437,4,0.547
1,0.000575,0.482,278133,0.808,0.0036,0,0.14,-7.034,1,0.0465,134.237,4,0.392
1,0.00119,0.39,235707,0.681,9.13e-05,9,0.0677,-6.4,1,0.151,193.778,3,0.373
1,3.37e-05,0.192,246227,0.908,0.000162,7,0.279,-9.127,1,0.072,201.254,4,0.481
1,2.8e-06,0.355,204500,0.855,0.952,6,0.0897,-8.399,1,0.0329,105.365,4,0.349
1,0.0116,0.433,254840,0.752,0.000667,9,0.59,-8.365,1,0.113,122.901,4,0.362
1,0.00035,0.326,227200,0.894,0.0,9,0.435,-9.558,0,0.0443,165.193,4,0.664
1,0.0104,0.76,179600,0.702,0.0,10,0.38,-9.404,0,0.0716,92.324,4,0.659
1,9.57e-05,0.358,237360,0.855,0.00574,9,0.131,-6.208,1,0.0991,162.986,4,0.711
1,0.0132,0.613,265867,0.72,0.0,0,0.104,-7.957,1,0.0425,117.341,4,0.561
1,0.697,0.485,373333,0.193,0.0262,11,0.135,-16.985,0,0.0322,79.926,4,0.079
1,0.0863,0.737,280693,0.657,0.0339,4,0.0953,-10.962,0,0.0284,131.022,4,0.76
1,0.00789,0.329,297173,0.861,2.88e-06,11,0.0844,-5.855,0,0.147,195.303,3,0.599
1,0.14,0.718,336707,0.613,0.74,0,0.0798,-7.028,1,0.0414,95.007,4,0.443
1,1.52e-06,0.397,218293,0.969,0.517,9,0.0513,-3.892,1,0.0463,134.288,4,0.702
1,0.161,0.416,211487,0.53,1.34e-06,7,0.108,-8.182,1,0.0255,102.029,4,0.379
1,0.00264,0.34,257947,0.805,0.0764,0,0.0482,-8.323,1,0.049,131.404,4,0.836
1,0.16,0.528,311867,0.592,0.000916,9,0.223,-13.59,1,0.0321,150.187,4,0.728
1,3.53e-05,0.347,357227,0.853,0.698,7,0.0782,-9.518,1,0.0441,135.087,4,0.345
1,0.000131,0.429,185027,0.937,0.0002,2,0.0807,-3.986,1,0.0573,194.838,4,0.894
1,0.00141,0.261,233360,0.964,2.87e-05,9,0.183,-6.654,1,0.0638,162.902,3,0.326
1,0.173,0.758,207027,0.896,3.18e-05,9,0.136,-3.311,1,0.0501,94.911,4,0.797
1,0.00049,0.456,290067,0.84,0.000275,7,0.0781,-5.632,1,0.0345,84.384,4,0.338
1,0.0113,0.58,246533,0.718,0.00102,2,0.0815,-9.035,1,0.0266,102.733,4,0.462
1,0.0124,0.563,191240,0.98,0.317,1,0.324,-2.834,0,0.128,122.976,4,0.619
1,8.48e-05,0.571,124440,0.92,0.164,5,0.0956,-4.966,1,0.0379,132.57,4,0.707
1,0.064,0.557,227493,0.87,1.51e-05,1,0.208,-6.332,1,0.125,104.708,4,0.947
1,0.0146,0.683,213293,0.9,0.0706,7,0.296,-7.506,1,0.105,103.625,4,0.616
1,0.000996,0.595,210933,0.38,0.00652,7,0.2,-12.346,1,0.0301,100.534,4,0.32
1,0.05,0.578,216733,0.515,0.0268,11,0.119,-9.541,1,0.0347,112.879,4,0.302
1,0.00312,0.288,247040,0.555,0.0513,7,0.27,-7.431,1,0.0401,158.699,4,0.307
1,0.00212,0.659,163960,0.603,0.0155,4,0.102,-7.213,1,0.0314,125.628,4,0.46
1,0.0142,0.39,187720,0.766,0.017,6,0.126,-7.705,1,0.059,169.539,4,0.341
1,0.0271,0.48,164467,0.891,3.24e-06,2,0.185,-5.001,1,0.0332,123.961,4,0.662
1,2.94e-05,0.572,253293,0.859,0.253,1,0.201,-6.785,1,0.0352,110.034,4,0.106
1,0.0447,0.668,250653,0.727,0.0104,2,0.45,-5.679,1,0.0414,96.006,4,0.287
1,0.0136,0.369,180698,0.633,0.0,2,0.205,-7.019,1,0.0692,174.311,4,0.666
1,4.57e-05,0.482,190973,0.937,0.467,9,0.167,-5.418,1,0.0364,140.966,4,0.502
1,1.49e-05,0.459,221500,0.673,0.00174,1,0.0505,-8.846,1,0.028,101.159,4,0.549
1,0.42,0.347,179800,0.869,0.0,4,0.76,-11.481,1,0.0925,127.509,4,0.194
1,0.00167,0.451,153800,0.889,0.00215,1,0.258,-2.693,1,0.261,131.073,4,0.586
1,2.87e-06,0.254,154253,0.978,0.753,6,0.0419,-7.046,1,0.0826,152.282,4,0.553
1,0.000353,0.42,210240,0.929,0.000747,7,0.122,-3.899,0,0.121,127.204,4,0.3
1,0.00624,0.545,233827,0.86,2.18e-05,11,0.165,-5.054,0,0.0306,99.031,4,0.581
1,0.0113,0.553,219000,0.9,0.0,3,0.322,-4.556,0,0.0584,105.213,4,0.398
1,0.000504,0.581,199893,0.887,0.00111,4,0.268,-3.659,0,0.0624,90.578,4,0.724
1,0.00164,0.549,242280,0.93,6.67e-05,5,0.39,-3.468,0,0.0487,112.447,4,0.526
1,0.0179,0.618,269000,0.938,0.0,9,0.167,-3.442,1,0.0456,91.455,4,0.875
1,0.000237,0.354,252613,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,4,0.194
1,5.53e-05,0.374,200547,0.961,0.0834,10,0.138,-4.421,0,0.0851,167.032,4,0.357
1,0.000753,0.68,277853,0.846,2.35e-05,8,0.144,-5.252,1,0.054,89.962,4,0.926
1,0.00895,0.316,235893,0.945,1.85e-06,4,0.396,-3.169,0,0.124,189.931,4,0.32
1,0.000684,0.553,231400,0.853,0.0,8,0.126,-3.668,1,0.0339,122.023,4,0.506
1,0.000729,0.212,348387,0.924,2.23e-06,7,0.0831,-3.349,0,0.135,162.128,4,0.244
1,0.00506,0.599,213760,0.932,0.0,9,0.269,-3.328,1,0.18,96.234,4,0.692
1,0.00228,0.253,199387,0.969,1.88e-05,3,0.434,-3.46,0,0.133,150.93,4,0.437
1,0.017,0.553,283000,0.865,1.05e-05,9,0.267,-4.751,0,0.0409,96.161,4,0.735
1,0.00434,0.647,209267,0.964,0.0036,9,0.15,-4.225,0,0.06,126.942,4,0.875
1,0.00648,0.442,374973,0.951,1.12e-06,11,0.0887,-5.27,1,0.11,154.004,4,0.158
1,0.00252,0.576,283400,0.989,0.0032,2,0.0243,-1.909,1,0.112,135.093,4,0.352
1,0.00457,0.496,260507,0.765,0.0,7,0.104,-5.66,1,0.033,74.072,4,0.337
1,0.00791,0.533,186813,0.967,0.0,1,0.336,-2.543,1,0.0995,142.018,4,0.782
1,7.61e-05,0.197,244773,0.956,0.00992,10,0.261,-2.908,0,0.0663,177.018,3,0.209
1,0.0948,0.384,208186,0.921,0.0,11,0.168,-3.334,1,0.055,89.922,4,0.471
1,0.000671,0.509,238400,0.843,0.000803,1,0.348,-3.318,0,0.0488,140.055,3,0.332
1,0.000295,0.592,175027,0.932,7.59e-05,6,0.138,-4.491,0,0.0885,93.675,4,0.698
1,0.00037,0.617,210947,0.913,0.463,11,0.366,-3.449,1,0.0931,132.047,4,0.687
1,0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148
1,0.000631,0.246,212733,0.768,0.301,9,0.102,-7.48,1,0.0387,169.873,4,0.35
1,0.00018,0.546,207213,0.959,0.00144,8,0.0584,-4.664,1,0.082,127.831,4,0.416
1,0.0564,0.58,210773,0.716,3.82e-06,4,0.396,-5.201,1,0.034,105.084,4,0.3
1,4.78e-05,0.213,246040,0.93,0.0,0,0.126,-4.478,1,0.0671,169.221,4,0.386
1,0.0032,0.507,205627,0.953,0.0,0,0.26,-2.608,1,0.0526,135.055,4,0.681
1,0.000224,0.328,282093,0.826,0.000944,6,0.0818,-5.085,1,0.0362,106.606,4,0.341
1,0.000823,0.546,216427,0.971,2.11e-05,5,0.275,-2.661,0,0.0965,100.078,4,0.383
1,0.00107,0.46,222067,0.796,0.0,0,0.106,-4.501,0,0.0333,100.011,4,0.182
1,0.00324,0.609,252933,0.937,0.000294,6,0.129,-2.912,1,0.0495,95.961,4,0.493
1,0.00347,0.656,201960,0.932,0.00147,4,0.144,-3.405,0,0.0708,130.936,4,0.544
1,0.0116,0.488,187347,0.842,0.00127,6,0.146,-5.926,1,0.0469,90.003,4,0.41
1,0.00301,0.433,230093,0.914,0.0,11,0.296,-3.4,1,0.0985,163.759,4,0.635
1,0.000111,0.328,246000,0.842,0.803,6,0.0496,-6.644,1,0.0882,113.329,4,0.422
1,0.000152,0.349,257813,0.934,0.623,3,0.281,-5.518,0,0.0644,124.055,4,0.0788
1,0.00106,0.573,259667,0.865,0.00469,2,0.116,-6.097,1,0.104,178.115,4,0.616
1,0.000185,0.538,295520,0.432,0.309,2,0.139,-11.882,1,0.0295,110.181,4,0.116
1,0.0127,0.447,232800,0.668,0.0,4,0.152,-4.683,1,0.0294,82.904,4,0.0695
1,0.0876,0.776,160000,0.516,1.82e-05,0,0.182,-9.981,1,0.0295,115.989,4,0.806
1,0.0351,0.727,271893,0.685,4.43e-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812
1,0.256,0.511,276187,0.536,0.00265,0,0.122,-8.661,1,0.0302,90.358,4,0.357
1,0.461,0.573,142787,0.683,0.0,5,0.0935,-6.644,1,0.176,169.519,4,0.817
1,0.0339,0.557,185733,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,4,0.394
1,0.0767,0.672,267733,0.841,0.0,9,0.135,-5.992,0,0.0285,125.437,4,0.82
1,0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513
1,0.425,0.532,159347,0.663,1.07e-06,0,0.0734,-5.886,0,0.0292,75.14,4,0.756
1,0.638,0.418,218733,0.452,0.00026,1,0.0959,-13.099,1,0.0356,175.088,4,0.168
1,0.489,0.589,269973,0.484,0.0,7,0.113,-6.622,1,0.0266,120.258,4,0.0927
1,0.0781,0.694,238747,0.394,0.000677,0,0.247,-15.881,1,0.0428,104.126,4,0.719
1,0.0849,0.211,274707,0.423,3.61e-05,7,0.146,-14.806,1,0.0297,94.84,4,0.23
1,0.0519,0.306,200293,0.722,0.0,0,0.117,-5.963,1,0.034,174.732,4,0.41
1,0.0603,0.655,291686,0.606,0.0789,7,0.0757,-10.385,1,0.0285,110.061,4,0.765
1,0.0778,0.518,258120,0.585,2.43e-06,5,0.31,-8.485,1,0.0279,144.998,4,0.312
1,0.223,0.673,211387,0.581,0.000206,2,0.063,-10.205,1,0.029,130.771,4,0.818
1,0.00481,0.616,266067,0.714,0.0,0,0.133,-7.02,1,0.0385,117.422,4,0.53
1,0.124,0.582,234493,0.606,0.00139,6,0.151,-9.961,1,0.0289,111.441,5,0.504
1,0.115,0.286,345840,0.473,4.23e-05,1,0.071,-15.646,0,0.0388,99.233,4,0.449
1,0.21,0.469,264707,0.42,0.000341,7,0.135,-11.287,1,0.0287,142.071,4,0.234
1,0.172,0.39,299760,0.649,0.0,2,0.216,-5.163,1,0.0345,121.16,4,0.144
1,0.589,0.62,155880,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,4,0.868
1,0.531,0.413,424000,0.296,0.801,8,0.183,-13.904,0,0.0277,79.273,4,0.144
1,0.0319,0.571,264560,0.553,0.0,0,0.109,-8.584,1,0.0279,126.215,4,0.209
1,0.0188,0.562,243413,0.671,0.00378,2,0.0947,-7.21,1,0.0269,106.002,4,0.595
1,0.691,0.537,279227,0.373,0.000915,6,0.083,-10.081,0,0.0331,83.936,4,0.244
1,0.743,0.664,286880,0.553,0.00978,9,0.0838,-7.723,1,0.0264,112.52,4,0.287
1,0.614,0.254,318240,0.383,0.0237,2,0.172,-8.036,1,0.0282,188.2,3,0.178
1,0.528,0.665,221160,0.291,0.0,6,0.108,-9.033,1,0.028,91.329,4,0.453
1,0.719,0.703,393267,0.409,0.0996,4,0.0697,-13.491,1,0.0339,122.56,4,0.252
1,0.059,0.269,243360,0.572,1.3e-06,9,0.123,-7.361,0,0.0278,69.83,4,0.364
1,0.0272,0.485,259160,0.53,0.0,4,0.151,-9.611,1,0.0279,67.97,4,0.28
1,0.362,0.851,259453,0.794,0.00587,4,0.082,-5.456,0,0.033,114.956,4,0.94
1,0.00718,0.552,298293,0.59,0.174,9,0.273,-11.751,1,0.0399,85.746,4,0.553
1,0.291,0.503,241373,0.47,0.0,0,0.396,-8.006,1,0.0257,108.486,4,0.334
1,0.274,0.646,219573,0.623,0.0,8,0.086,-8.82,0,0.0337,120.651,4,0.978
1,0.207,0.477,280027,0.569,0.0,2,0.12,-6.56,1,0.0272,74.819,4,0.119
1,0.347,0.669,275507,0.707,0.000716,0,0.0997,-13.66,0,0.0478,124.335,4,0.806
1,0.00693,0.442,232120,0.491,0.00491,7,0.114,-6.598,1,0.0246,79.954,4,0.125
1,0.0165,0.197,537507,0.629,0.279,11,0.125,-9.291,1,0.03,79.495,4,0.221
1,0.0139,0.565,277480,0.764,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,0.686
1,0.376,0.484,200173,0.508,0.000791,0,0.0961,-9.308,1,0.0364,151.867,4,0.554
1,0.0131,0.472,340200,0.652,1.12e-05,1,0.14,-10.171,0,0.0305,140.124,4,0.401
1,0.0552,0.749,206560,0.74,0.000569,7,0.16,-4.965,1,0.0334,124.463,4,0.962
1,0.879,0.332,125667,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315
1,0.341,0.724,195293,0.249,0.11,5,0.0933,-15.488,1,0.0321,93.667,4,0.444
1,0.273,0.754,287440,0.366,9.04e-05,8,0.106,-10.07,1,0.0312,91.147,4,0.469
1,0.0193,0.429,235373,0.564,0.000828,11,0.128,-6.784,1,0.0268,104.212,4,0.276
1,0.00145,0.732,215760,0.681,0.00112,11,0.11,-7.103,0,0.0317,103.72,4,0.699
1,0.16,0.626,310893,0.746,0.0,7,0.0618,-8.832,1,0.0282,102.896,4,0.8
1,0.257,0.494,249093,0.805,0.0,4,0.356,-7.087,1,0.0421,119.027,4,0.465
1,0.183,0.475,153467,0.432,0.0,7,0.161,-7.844,1,0.0302,94.605,4,0.648
1,0.011,0.712,251067,0.549,0.0,5,0.118,-9.484,1,0.0254,109.882,4,0.552
1,0.136,0.726,281973,0.857,0.00025,2,0.0919,-6.107,1,0.0359,131.08,4,0.705
1,0.25,0.58,235173,0.575,1.83e-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.37
1,0.0213,0.384,331200,0.512,0.000139,7,0.205,-13.035,0,0.0358,78.442,4,0.739
1,0.0929,0.497,365627,0.349,0.028,7,0.259,-14.0,1,0.0297,113.762,4,0.421
1,0.869,0.204,262533,0.265,0.0,9,0.134,-9.153,1,0.0323,71.157,4,0.107
1,0.0321,0.502,339187,0.754,2.03e-05,7,0.151,-4.87,1,0.0316,78.513,4,0.39
1,0.0566,0.276,201653,0.525,0.113,9,0.13,-8.809,0,0.0336,87.781,4,0.358
1,0.583,0.549,212307,0.651,0.0,0,0.121,-7.097,1,0.0323,122.818,4,0.368
1,0.331,0.724,231547,0.716,0.079,8,0.0762,-10.907,0,0.0366,115.171,4,0.742
1,0.0827,0.646,252760,0.801,0.00023,1,0.0585,-6.177,1,0.0341,122.086,4,0.528
1,0.135,0.6,286560,0.779,0.000177,0,0.173,-8.682,1,0.0317,103.108,4,0.594
1,0.266,0.806,210500,0.74,0.00237,2,0.137,-4.695,1,0.0313,116.507,4,0.739
1,0.8,0.695,280000,0.336,0.00264,9,0.701,-12.999,1,0.0313,79.109,4,0.422
1,0.0226,0.459,393000,0.628,0.00126,5,0.0405,-8.272,1,0.0297,80.0,4,0.367
1,0.67,0.429,272000,0.554,0.000152,9,0.105,-6.128,0,0.0291,136.302,4,0.407
1,0.0114,0.484,321400,0.497,7.97e-06,9,0.144,-7.917,1,0.0252,87.541,4,0.384
1,0.0148,0.439,236933,0.422,4.84e-05,8,0.0697,-17.227,1,0.0409,81.833,4,0.551
1,0.0637,0.533,248173,0.822,0.00795,2,0.259,-5.419,1,0.0474,91.353,4,0.463
1,0.234,0.555,269227,0.649,0.069,5,0.0554,-13.349,1,0.0302,101.744,4,0.596
1,0.58,0.338,482830,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.197
1,0.0472,0.367,271533,0.443,1.46e-06,7,0.344,-10.11,1,0.0235,93.93,4,0.149
1,0.107,0.288,275760,0.866,0.0,0,0.808,-4.618,1,0.0488,180.635,4,0.512
1,0.00797,0.807,323053,0.571,0.00028,4,0.337,-6.177,1,0.0332,93.008,4,0.811
1,0.316,0.617,315440,0.629,4.29e-05,8,0.162,-5.631,1,0.027,116.79,4,0.392
1,0.803,0.586,190880,0.406,7.42e-05,2,0.105,-9.075,1,0.0328,154.64,3,0.576
1,0.113,0.457,272133,0.487,2.37e-06,7,0.358,-7.112,1,0.0266,136.596,4,0.139
1,0.785,0.385,367240,0.622,0.00475,4,0.126,-13.139,1,0.0569,133.525,4,0.162
1,0.29,0.593,336160,0.425,1.34e-06,0,0.167,-9.775,1,0.0288,110.208,4,0.268
1,0.843,0.237,192987,0.462,0.0585,0,0.0964,-7.79,1,0.0308,149.178,4,0.338
1,0.0353,0.367,520787,0.452,0.00228,10,0.689,-10.422,1,0.0307,113.066,4,0.189
1,0.477,0.719,234813,0.556,0.00511,9,0.0935,-8.77,1,0.0248,96.9,4,0.511
1,0.0027,0.671,352377,0.638,0.000695,7,0.161,-8.171,1,0.0251,107.088,4,0.619
1,0.051,0.648,214067,0.574,0.0,5,0.12,-11.12,0,0.106,156.73,4,0.557
1,0.204,0.794,302027,0.406,6.97e-06,4,0.0789,-12.615,0,0.102,91.044,4,0.498
1,0.257,0.671,295893,0.373,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,4,0.732
1,0.686,0.654,252240,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
1,0.0105,0.282,251867,0.656,0.0,8,0.0892,-6.557,1,0.0302,139.352,4,0.242
1,0.297,0.453,313227,0.543,0.0,0,0.0928,-10.106,1,0.0366,151.362,4,0.282
1,0.66,0.629,192200,0.356,0.000617,4,0.173,-11.135,1,0.0246,83.886,4,0.472
1,0.183,0.53,278973,0.59,0.00227,11,0.0675,-9.169,1,0.025,144.202,4,0.43
1,0.00135,0.501,216520,0.76,0.000458,0,0.0854,-6.095,1,0.0295,94.03,4,0.476
1,0.0383,0.728,270573,0.665,1.65e-06,11,0.0574,-7.251,1,0.0249,103.016,4,0.755
1,0.377,0.578,229427,0.607,0.0,11,0.317,-6.402,1,0.0282,73.912,4,0.358
1,0.17,0.621,300773,0.901,0.0,2,0.0875,-5.396,1,0.0302,113.967,4,0.744
1,0.649,0.496,332267,0.464,0.0,8,0.073,-10.497,1,0.0307,97.512,4,0.273
1,0.666,0.57,225027,0.208,0.14,7,0.123,-15.661,1,0.0295,95.539,4,0.508
1,0.576,0.565,353467,0.427,2.39e-06,9,0.102,-8.273,1,0.0266,67.007,3,0.15
1,0.0563,0.736,249560,0.485,0.0,9,0.0412,-14.023,1,0.0504,113.011,4,0.904
1,0.607,0.582,297853,0.689,0.0571,7,0.145,-12.203,1,0.0277,111.166,4,0.531
1,0.346,0.548,395827,0.447,0.0,8,0.0533,-6.351,0,0.0256,132.452,4,0.114
1,0.143,0.399,242173,0.523,0.0,8,0.0769,-9.437,1,0.0361,74.836,4,0.436
1,0.543,0.82,253250,0.452,0.00294,1,0.0701,-9.796,1,0.0348,117.401,4,0.74
1,0.0597,0.447,236160,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,0.307
1,0.155,0.408,294773,0.48,1.82e-05,9,0.0877,-11.017,1,0.0266,156.344,4,0.19
1,0.309,0.243,204973,0.47,0.000798,4,0.121,-8.194,0,0.0353,204.026,4,0.393
1,0.25,0.643,224467,0.614,7.17e-06,2,0.214,-12.878,1,0.0279,93.981,4,0.891
1,0.541,0.837,267947,0.38,0.00789,7,0.198,-13.341,0,0.064,104.995,4,0.892
1,0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.808
1,0.00032,0.367,348040,0.769,0.628,9,0.0631,-7.258,1,0.0317,173.186,4,0.7
1,0.187,0.734,234188,0.697,0.0,0,0.149,-5.573,0,0.164,76.018,4,0.537
1,0.00321,0.58,231761,0.843,0.112,4,0.222,-5.575,0,0.094,138.034,4,0.666
1,3.71e-05,0.505,204733,0.908,0.0092,5,0.207,-4.717,0,0.0561,123.928,4,0.494
1,0.0315,0.76,280480,0.776,0.000124,5,0.102,-5.094,0,0.0645,99.006,4,0.935
1,0.000697,0.351,239853,0.964,0.0304,4,0.181,-3.745,0,0.12,185.923,4,0.496
1,0.219,0.718,230467,0.676,0.000167,6,0.338,-7.442,0,0.0307,97.027,4,0.595
1,0.00683,0.393,309533,0.913,0.00328,8,0.0547,-5.009,1,0.0713,78.157,4,0.651
1,0.0371,0.574,317773,0.846,4.08e-05,8,0.0464,-5.703,1,0.0339,92.04,4,0.794
1,0.736,0.675,323427,0.575,0.0171,7,0.119,-4.896,0,0.0303,85.962,4,0.778
1,0.00229,0.454,266466,0.891,0.0135,2,0.468,-5.101,1,0.0621,169.869,4,0.752
1,0.43,0.536,239575,0.969,1.26e-06,6,0.082,-2.62,0,0.0915,84.881,4,0.805
1,0.000455,0.333,264280,0.88,0.135,0,0.33,-3.08,1,0.0963,162.838,4,0.49
1,0.00703,0.676,302640,0.648,0.00137,6,0.113,-6.456,1,0.0294,115.964,4,0.889
1,0.00279,0.611,312200,0.675,0.00628,11,0.238,-10.327,1,0.0379,127.748,4,0.606
1,0.075,0.606,238667,0.679,0.00274,5,0.677,-6.091,0,0.0684,183.8,4,0.964
1,0.007,0.442,236787,0.78,0.0,5,0.167,-5.576,1,0.0479,154.001,4,0.666
1,0.112,0.604,227933,0.878,0.0282,6,0.146,-5.294,1,0.0396,118.001,4,0.705
1,0.0753,0.429,243200,0.897,2.23e-05,9,0.21,-4.1,0,0.131,186.223,4,0.823
1,0.0602,0.71,244840,0.914,0.00377,9,0.165,-3.592,1,0.0749,125.039,4,0.742
1,0.0175,0.317,248707,0.924,0.000148,1,0.345,-3.369,0,0.0497,202.18,4,0.701
1,0.295,0.612,209907,0.777,0.0,1,0.126,-2.843,0,0.0262,110.978,4,0.857
1,0.0971,0.604,248080,0.743,0.000131,5,0.0604,-6.442,0,0.0349,99.37,4,0.823
1,0.133,0.504,175773,0.939,0.00758,0,0.626,-1.786,0,0.0554,118.09,4,0.741
1,0.0846,0.574,234160,0.627,0.0,11,0.0351,-6.182,0,0.122,190.415,4,0.864
1,0.212,0.628,227680,0.576,4.47e-05,11,0.315,-4.694,0,0.0565,92.01,4,0.693
1,0.0143,0.498,227200,0.99,0.0258,0,0.178,-2.721,1,0.125,106.789,4,0.394
1,0.16,0.724,234133,0.876,0.00278,11,0.116,-5.854,0,0.0873,92.169,4,0.812
1,0.00371,0.608,235720,0.849,0.0259,2,0.112,-6.66,1,0.0389,101.517,4,0.644
1,0.000197,0.563,261627,0.871,0.0128,5,0.0928,-5.825,1,0.029,114.894,4,0.517
